,Reviews,Sentiment,Overall Sentiment
123,"24. Once a regular but now it has been couple of years when I went back. The place is renovated with plush designs and is huge. Ground floor has extensive variety of sweets and gift hampers, first floor is for dine in. Though it s self service still ground staff offers help if required. Bikanerwala is a brand I always associate with class. Ample availability s of tissue papers, polite staff on counters, manager suddenly offering you quick help and generous helping of   onions   in salad when prices are sky rocketing, all these are customer delights win by Bikanerwala","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.9274}",Positive
124,"25. Coming to food, it s fresh, hygienic and as always tasty. This time I had Chana bhatura, Dal makhani platter, makhaniya lassi and dal halwa. Recommend !","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",Positive
125,26. This is really nice place for taste multiple food. In starter samosa nd kachori is very nice. Deluxe thali for meal is sufficient for 1 person. Taste and quality was good.,"{'neg': 0.0, 'neu': 0.306, 'pos': 0.694, 'compound': 0.8437}",Positive
126,"27. This is my favorite outlet, as per routine visit I liked food stuff, there is various food products along with snack and sweet that makes nice option. My previous visit when I tried Masala dosa and cheese pizza which was delicious. Gulab jamun is my all time favourite","{'neg': 0.0, 'neu': 0.314, 'pos': 0.686, 'compound': 0.936}",Positive
127,"28. I had ordered Masala dosa from this place. Packing was really good. Dosa was fresh, hot and well stuffed. Sambhar was very tasty. Nariyal chutney was also tasty but the quantity of the chutney could be increased. Masala was also tasty. Overall nice experience. Will definitely try other food items from this place.","{'neg': 0.0, 'neu': 0.437, 'pos': 0.563, 'compound': 0.9256}",Positive
128,29. We ordered online winter special Daal Ka halwa from Bikanervala which was super tasty with lots of dry fruits..It was made in Desi ghee and we got it in great price after discount..Actual price was 70Rs for 100gm..,"{'neg': 0.0, 'neu': 0.359, 'pos': 0.641, 'compound': 0.8934}",Positive
129,30. The breakfast brunch was great. We went at 10:45 and everything was still hot and there was plenty of everything. Our server was very friendly and took good care of us. We enjoyed sitting at the pool and enjoying cocktails. We also loved walking on the beach,"{'neg': 0.0, 'neu': 0.252, 'pos': 0.748, 'compound': 0.9674}",Positive
130,"31. Located in the middle of Karol Bagh Market. Great variety of chaats and desserts. North Indian as well as south Indian delicacies, but portion size is small for price.","{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",Positive
131,32. The old indian food joint running successfully since years keeps its name with every outlet it opens . The food here is up to the mark with appropriate pricing . Love the spic and span atmosphere.,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}",Positive
132,33. Worst experience with chole bhature. . Worst taste,"{'neg': 0.891, 'neu': 0.109, 'pos': 0.0, 'compound': -0.8481}",Negative
133,34. This place has pretty decent sitting space and there are no second thoughts about hygiene. They maintain it quite well! I tried their samosa and dhokla. Samosa was really good in taste but I felt that the size is small. Dhokla was fresh and also tasted great. Overall a great experience,"{'neg': 0.0, 'neu': 0.393, 'pos': 0.607, 'compound': 0.9516}",Positive
134,35. Ordered kachori and got something else which I can't eat.. not expected from Bikanerwala,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
135,36. Really nice place. Very nice ambience. Nice and wide variety of food. Nice and helpful staff. The variety and quality of sweets are also amazing. One of my most favourite places in Delhi.,"{'neg': 0.0, 'neu': 0.174, 'pos': 0.826, 'compound': 0.9582}",Positive
136,37. Ordered falahari aloo chaat from this outlet. Considering the brand value of bikanerwala i ordered aloo chaat for 100/- plus delivery charges. But inwas disappointed with the packaging as well as the taste and quantity.,"{'neg': 0.337, 'neu': 0.435, 'pos': 0.228, 'compound': -0.25}",Negative
137,38. They have added Kuttu Papdi instead of Normal Papdi in Bhalla Papdi & Raj Kachori which were used at the time of Navratras. This is not a good practice using old & expired items in fresh delicacies. A big brand doing unethical work in case of home delivery.,"{'neg': 0.189, 'neu': 0.514, 'pos': 0.297, 'compound': 0.2263}",Positive
138,39. Excellent foods all Karol Bagh and with restaurant agan good space party fully enjoy all friends and relatives,"{'neg': 0.0, 'neu': 0.181, 'pos': 0.819, 'compound': 0.927}",Positive
139,40. Recently we ordered from this place by an app.portion sizes were good....n nice packing....we enjoyed our deluxe veg thali.,"{'neg': 0.0, 'neu': 0.308, 'pos': 0.692, 'compound': 0.8402}",Positive
140,"41. Be ready for missing items in your order of it is prepaid and the worst part is that restaurant won't pick up your call. Zomato customer service is pathetic as you will have an everlasting waiting time for Zomato credits. My order id is 1891174470, from now onwards I will order Haldiram and it is available only on swiggy","{'neg': 0.645, 'neu': 0.194, 'pos': 0.161, 'compound': -0.8176}",Negative
141,42. Whenever i am in karol bagh for shopping i can not stop myself going to this place. one get good quality multiple options to eat in reasonable price. Their chola bhatura is highest selling stuff.,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",Positive
142,43. Yes this the place u wanna go to eat good veg food with your family and friends. Go there and tag all your friends and tell them about this amazing place.,"{'neg': 0.0, 'neu': 0.299, 'pos': 0.701, 'compound': 0.8555}",Positive
143,44. Food ordered from this restaurant was of very poor quality in high price .Had vomiting and other stomach issues after consuming food ordered from this restaurant. Very bad experience. Every time I ordered Thali vegetables are badly cooked.,"{'neg': 0.492, 'neu': 0.508, 'pos': 0.0, 'compound': -0.8658}",Negative
144,"45. While shopping or wandering on streets or for quick meal this place is great. And food quality is fine too. Service is self based and it is good. There is always a lot of rush at this place,so finding a seat is sometimes a task. But still must be visited for good chole bhature and falooda ice cream.","{'neg': 0.0, 'neu': 0.485, 'pos': 0.515, 'compound': 0.8934}",Positive
145,46. The very old and very famous BIKANERWALA in karol bagh. From time they have changed and make their sweets and breakfast mouth licking. Each and every type of sweets are available here. You can also make party arrangements here.,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}",Positive
146,"47. So I visited here with my family and I ordered the Chinese platter which includes spring rolls,paneer tikka, noodles,and dum aaloo type something and with that we ordered a thali (great taste) and pav bhaji is 5/5","{'neg': 0.0, 'neu': 0.594, 'pos': 0.406, 'compound': 0.6249}",Positive
147,"48. Tempting food with super fast service and nice ambience. I ordered delicious Raj Kachori, fresh lime soda, Masala Dosa and Chowmein. Everything was delicious but Raj Kachori was the best. And it s price was also reasonable","{'neg': 0.0, 'neu': 0.193, 'pos': 0.807, 'compound': 0.9493}",Positive
148,50. A good place for family and friends to dine and enjoy leisure time. Offering delectable meals with a self serving arrangement. Perfect way to spend time with your loved ones.,"{'neg': 0.0, 'neu': 0.146, 'pos': 0.854, 'compound': 0.9559}",Positive
149,1. I used to visit this place since my childhood a there pocket friendly meal are worth trying . They have huge variety of burgers . My personal favourite is mc spicy paneer and there super delicious pizza pocket,"{'neg': 0.0, 'neu': 0.186, 'pos': 0.814, 'compound': 0.9201}",Positive
150,2. One of the best place if you are a pizza fan my personal favourite is farm house pizza must try it . I also like there garlic bread they are just delicious,"{'neg': 0.0, 'neu': 0.432, 'pos': 0.568, 'compound': 0.836}",Positive
151,3. I really love mac aloo tikki and it's pocket friendly. The fries are equally amazing. Mac Puff is my personal favourite thing from McDonald's. The staff is really polite and they have decent seating area,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.9145}",Positive
152,4. Thank you for the timely service and the good ol' burger... Fondest memories revisited. Even my toddler relished it..,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",Positive
153,"5. We were so hungry that we ordered this much food and it was so good, very fresh quality my fav mcdonalds in delhi","{'neg': 0.0, 'neu': 0.435, 'pos': 0.565, 'compound': 0.6369}",Positive
154,6. The mcveggie burger is so delicious and specially i use to have this with tandoori Mayo and lots of online would like to thank to Parvesh crew and Vinod manager who is working in saket Pvr new delhi store and i just love the hospitality-gesture from them..,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}",Positive
155,"7. Its abt the service offered on delivery, how a person is supposed to eat 1 burger and 2 large fries with only 3 packets ketchup ??? Please explain this...","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
156,8. I ordered a takeaway of chicken maharaja from here. The quantity was decent but the taste was not like it used to be. They need to work on it.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
157,9. I love the fries and obviously the service is quite fast.,"{'neg': 0.0, 'neu': 0.488, 'pos': 0.512, 'compound': 0.6369}",Positive
158,"10. My first love is mcd, i love each and every thing of mcd , and fastest delivery, best is happy meal which is very exciting , im lovin it","{'neg': 0.0, 'neu': 0.164, 'pos': 0.836, 'compound': 0.946}",Positive
159,11. Ambience is really good and tried... Aloo tikki and veg mcpuff.,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",Positive
160,"12. What I love about Mc""D is their burger consistency, same quality as it was year ago and now. Mac Aloo Tikki pocket friendly pick with some french fries that were crispy and so good. Casual spot and good service.","{'neg': 0.0, 'neu': 0.25, 'pos': 0.75, 'compound': 0.9325}",Positive
161,"13. We ordered mcaaloo tikki, paneer wrap, float, and ice tea. Mc aaloo tikki is the best basic burger one can have. And their paneer wrap and ice tea was also good. Overall whenever we go to McDonald's we never get disappointed.","{'neg': 0.0, 'neu': 0.453, 'pos': 0.547, 'compound': 0.8643}",Positive
162,"14. This is wonderful place and I had visited yesterday with my lovely friends,I ordered to Roll,maharaja chicken and schezwan burger very amazing tasty and very good polite staff good ambiance of MC","{'neg': 0.0, 'neu': 0.165, 'pos': 0.835, 'compound': 0.9652}",Positive
163,15. The burgers are well cooked. They are served hot. The service is quick. Food is hygenic. Staff is amazing and ambience is also good,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.8316}",Positive
164,16. Restaurant shows can not accept your order even when it is online. Address has no issues for delivery.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Neutral
165,"17. This spot is completely stunning and justified, despite all the trouble to visit the nourishment is extraordinary the administration is incredible and the board of spot is wonderful. Aloo Tikki Burger and Fries are my most loved and an unquestionable requirement attempt. Likewise, their brownie with dessert is extraordinary compared to other we've had. McFlurries are extraordinary as well. Stunning spot!!!","{'neg': 0.0, 'neu': 0.382, 'pos': 0.618, 'compound': 0.9269}",Positive
166,18. Visited this channel several times from our beloved McDonald's. This place is truly incredible and worth visiting the food is nice the service is great and the place management is outstanding. Excellent service,"{'neg': 0.0, 'neu': 0.171, 'pos': 0.829, 'compound': 0.9607}",Positive
167,19. The ambience is divided into two floors.you can order food from the group floor. Seating capacity is good. The quality of food has been fallen down. However very crowded place. You have to wait for your turn,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",Positive
168,20. If you are hungry then go grab a McDonald's meal. Pocket friendly and the service is quick. Ambience is good. I usually visited here often after college.,"{'neg': 0.0, 'neu': 0.496, 'pos': 0.504, 'compound': 0.7269}",Positive
